"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"492","#Kukirimcinta  #RedzAyda #Nisha #Farhan  #aydajebat #iamredzarosli -  https://t.co/HOXHEaNpfx https://t.co/WTFL1Bry8Z",FALSE,1,NA,2017-05-18 06:41:20,FALSE,NA,"865094938089750528",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dhana_design",2,FALSE,FALSE,NA,NA
"493","sesape yg amik name #Farhan tu pliss tlong tukar sebab aku punye.. sekian.<ed><U+00A0><U+00BD><ed><U+00B8><U+008A> #KuKirimCinta",FALSE,2,NA,2017-05-18 05:24:02,FALSE,NA,"865075482802257920",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AsyrafFarhan97",0,FALSE,FALSE,NA,NA
"494","#Farhan Khan# https://t.co/6WdavOT1DI",FALSE,0,NA,2017-05-17 20:25:53,FALSE,NA,"864940055902658560",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ActorFarhankhan",0,FALSE,FALSE,NA,NA
"495",".
 _
_
*,,Mujhy Tm Baryani Ki Tarah Pasand Ho
-
-
Jis Se Mera Dil Bharta Hi Nahi,,,!
_
#FarhaN...G",FALSE,0,NA,2017-05-17 16:35:57,FALSE,NA,"864882189028122624",NA,"<a href=""http://www.cloudhopper.com/"" rel=""nofollow"">Cloudhopper</a>","BeWfA_DoSt",0,FALSE,FALSE,NA,NA
"496","Dari belakang pun nampak sweet macam mane ny.. #nisha #farhan .. Makin tak sabar nak tengok… https://t.co/Cpa3PZsUVv",FALSE,1,NA,2017-05-17 15:06:07,FALSE,NA,"864859581083734018",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Aydafans1",0,FALSE,FALSE,NA,NA
"497","Pwincess @Ayda_Jebat n abam @iamredzarosli .. Tak sabar nak tgk #nisha #farhan dalam… https://t.co/7CxaF4vltJ",FALSE,0,NA,2017-05-17 12:04:18,FALSE,NA,"864813828705574912",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Aydafans1",0,FALSE,FALSE,NA,NA
"498","RT @dhana_design: #kukirimcinta #farhan #nisha #redzayda  @Ayda_Jebat  @iamredzarosli  
#aydajebat #ajscreamer  -  https://t.co/XvlVuN1YsG…",FALSE,0,NA,2017-05-17 05:20:53,FALSE,NA,"864712304566255616",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NishAydaComel",4,TRUE,FALSE,NA,NA
"499","RT @dhana_design: #kukirimcinta #farhan #nisha #redzayda  @Ayda_Jebat  @iamredzarosli  
#aydajebat #ajscreamer  -  https://t.co/XvlVuN1YsG…",FALSE,0,NA,2017-05-16 22:42:34,FALSE,NA,"864612065406631936",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NurrulFatihah4",4,TRUE,FALSE,NA,NA
"500","RT @dhana_design: #kukirimcinta #farhan #nisha #redzayda  @Ayda_Jebat  @iamredzarosli  
#aydajebat #ajscreamer  -  https://t.co/XvlVuN1YsG…",FALSE,0,NA,2017-05-16 15:18:00,FALSE,NA,"864500184360697856",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Syira_Rohisham",4,TRUE,FALSE,NA,NA
"501","#kukirimcinta #farhan #nisha #redzayda  @Ayda_Jebat  @iamredzarosli  
#aydajebat #ajscreamer  -… https://t.co/ba0w007wsf",FALSE,7,NA,2017-05-16 14:29:20,TRUE,NA,"864487937487929344",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dhana_design",4,FALSE,FALSE,NA,NA
"502","This is Winner #farhan @HMFARHAN97 https://t.co/1aljuPS3Xu",FALSE,1,NA,2017-05-16 12:18:20,FALSE,NA,"864454969541496832",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MKRayden",0,FALSE,FALSE,NA,NA
"503","#kukirimcinta #farhan #nisha #redzayda  @Ayda_Jebat 
@iamredzarosli   -  https://t.co/eli6vikMRf https://t.co/tc1yUs3hZv",FALSE,2,NA,2017-05-16 08:18:36,FALSE,NA,"864394641444962304",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dhana_design",0,FALSE,FALSE,NA,NA
"504","RT @SaraiKi_SHaaiRi: !!!!___HuM TuJhE BoHAt YaD AaYeN Gy___!!!
+
#FarHan
+
!!!!___JAb TuJhE ße Koi ThUKrA Dy Ga__!!!! &lt; #ParVaz_LagHari &gt;",FALSE,0,NA,2017-05-16 03:39:37,FALSE,NA,"864324430083887105",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","Glu33968036",2,TRUE,FALSE,NA,NA
"505","RT @SaraiKi_SHaaiRi: !!!!__DaS Piyar Di QeeMaT KiYa GhiNsee 
+
#FarHaN
+
!!!! MeDi ZiNDaGi GhiN PaR MeDa Thii__!!!
Owner #Parvez_Laghari Co…",FALSE,0,NA,2017-05-16 03:00:07,FALSE,NA,"864314491357597697",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","Glu33968036",1,TRUE,FALSE,NA,NA
"506","Thanks #FARHAN 
<ed><U+00A0><U+00BC><ed><U+00B7><U+00A6><ed><U+00A0><U+00BC><ed><U+00B7><U+00AA>NICE ART #OMARSHEIKHALGALA https://t.co/H25tlt1j3v",FALSE,0,NA,2017-05-15 15:14:30,FALSE,NA,"864136916454735873",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","omaralgala01",0,FALSE,FALSE,NA,NA
"507","Had a great time <U+2764> #faraz #haseeb #zohaib &amp; #farhan — eating pizza at Pappasallis https://t.co/pMc39YaJVp",FALSE,0,NA,2017-05-15 15:02:12,FALSE,NA,"864133821096177669",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","fahadmalik765",0,FALSE,FALSE,NA,NA
"508","#Farhan Khan#Outdoor click# https://t.co/7Re2TbZGs4",FALSE,0,NA,2017-05-15 10:12:04,FALSE,NA,"864060805674811392",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ActorFarhankhan",0,FALSE,FALSE,NA,NA
"509","RT @EBNAdvertising: Thanks ""#F<U+035F><U+035F>a<U+035F><U+035F>r<U+035F><U+035F>h<U+035F><U+035F>a<U+035F><U+035F>n<U+035F><U+035F>"" May 14, 2017 at 11:28PM For Following Me !!! #follow #win #rt #networking Free Gift =&gt; htt…",FALSE,0,NA,2017-05-15 09:50:47,FALSE,NA,"864055452048527361",NA,"<a href=""http://www.harmanweb.co.uk"" rel=""nofollow"">m10tweepy</a>","m10harman",2,TRUE,FALSE,NA,NA
"510","RT @EBNAdvertising: Thanks ""#F<U+035F><U+035F>a<U+035F><U+035F>r<U+035F><U+035F>h<U+035F><U+035F>a<U+035F><U+035F>n<U+035F><U+035F>"" May 14, 2017 at 11:28PM For Following Me !!! #follow #win #rt #networking Free Gift =&gt; htt…",FALSE,0,NA,2017-05-15 06:32:50,FALSE,NA,"864005633170952192",NA,"<a href=""http://aremplacerplustard.fr"" rel=""nofollow"">KinoConcours</a>","NiConcours",2,TRUE,FALSE,NA,NA
"511","Thanks ""#F<U+035F><U+035F>a<U+035F><U+035F>r<U+035F><U+035F>h<U+035F><U+035F>a<U+035F><U+035F>n<U+035F><U+035F>"" May 14, 2017 at 11:28PM For Following Me !!! #follow #win #rt #networking Free Gift =&gt;… https://t.co/InFbCLI2yC",FALSE,0,NA,2017-05-15 06:28:19,TRUE,NA,"864004497651249152",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","EBNAdvertising",2,FALSE,FALSE,NA,NA
"512","#RJ #Farhan Is on air from gilgit studio till 12 am
with poetry show.
So Keep listing to 99 fm
For call Dial... https://t.co/Pdw4GdpQ17",FALSE,0,NA,2017-05-14 16:55:04,FALSE,NA,"863799837749157888",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","FM99GB",0,FALSE,FALSE,NA,NA
"513","We will be Live At 8 pm
From #RJ #FARHAN's TERRITORY <ed><U+00A0><U+00BD><ed><U+00B8><U+0089> Radio Next 93.2 FM
Stay In Touch https://t.co/Tzu1fKzT46",FALSE,0,NA,2017-05-14 08:07:46,FALSE,NA,"863667139286269952",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Raahi_Khaan",0,FALSE,FALSE,NA,NA
